PNR,age,is_regular,days_before_flight,no_show_prob,no_show
PNR10013878,26,1,16,0.06333333333333334,0
PNR10013879,65,0,29,0.27416666666666667,0
PNR10013880,44,0,14,0.12166666666666667,0
PNR10013881,28,0,82,0.18833333333333335,0
PNR10013882,49,1,36,0.06999999999999999,0
PNR10013883,29,0,61,0.17083333333333334,0
PNR10013884,18,1,22,0.14833333333333334,1
PNR10013885,46,0,65,0.16416666666666666,0
PNR10013886,33,0,24,0.14,0
PNR10013887,43,0,42,0.145,0
PNR10013888,24,0,41,0.2341666666666667,0
PNR10013889,38,0,2,0.11166666666666666,0
PNR10013890,44,0,13,0.12083333333333333,0
PNR10013891,73,1,137,0.29416666666666663,0
PNR10013892,50,0,7,0.11583333333333333,0
PNR10013893,22,1,13,0.14083333333333334,0
PNR10013894,45,1,114,0.13499999999999998,0
PNR10013895,53,1,12,0.049999999999999996,0
PNR10013896,19,1,52,0.17333333333333334,1
PNR10013897,52,1,17,0.05416666666666666,0
PNR10013898,68,0,81,0.3175,0
PNR10013899,69,1,27,0.20249999999999999,0
PNR10013900,23,0,107,0.2891666666666667,0
PNR10013901,20,0,3,0.2025,0
PNR10013902,29,1,9,0.0575,0
PNR10013903,28,1,27,0.07250000000000001,0
PNR10013904,26,0,3,0.12250000000000001,0
PNR10013905,51,1,40,0.07333333333333333,0
PNR10013906,72,0,80,0.31666666666666665,0
PNR10013907,33,0,30,0.14500000000000002,0
PNR10013908,27,0,36,0.15000000000000002,0
PNR10013909,48,1,5,0.04416666666666666,0
PNR10013910,68,0,30,0.275,0
PNR10013911,24,0,17,0.21416666666666667,0
PNR10013912,51,0,42,0.145,0
PNR10013913,42,0,10,0.11833333333333333,0
PNR10013914,19,0,32,0.22666666666666668,0
PNR10013915,20,0,2,0.2016666666666667,0
PNR10013916,53,1,11,0.049166666666666664,0
PNR10013917,70,0,27,0.2725,0
PNR10013918,20,1,25,0.15083333333333335,0
PNR10013919,38,0,26,0.13166666666666665,0
PNR10013920,73,0,18,0.265,0
PNR10013921,32,0,27,0.14250000000000002,0
PNR10013922,23,0,9,0.20750000000000002,1
PNR10013923,19,0,17,0.21416666666666667,0
PNR10013924,50,0,5,0.11416666666666667,0
PNR10013925,45,0,13,0.12083333333333333,0
PNR10013926,51,0,32,0.13666666666666666,0
PNR10013927,73,0,25,0.2708333333333333,1
PNR10013928,49,1,1,0.040833333333333326,0
PNR10013929,38,1,36,0.06999999999999999,0
PNR10013930,24,1,27,0.1525,0
PNR10013931,68,0,14,0.26166666666666666,1
PNR10013932,26,1,27,0.07250000000000001,0
PNR10013933,30,1,1,0.050833333333333335,0
PNR10013934,54,1,41,0.07416666666666666,0
PNR10013935,22,1,28,0.15333333333333335,0
PNR10013936,35,0,8,0.12666666666666668,0
PNR10013937,64,1,1,0.18083333333333332,0
PNR10013938,66,0,30,0.275,1
PNR10013939,22,0,61,0.25083333333333335,0
PNR10013940,32,1,3,0.052500000000000005,0
PNR10013941,71,0,68,0.30666666666666664,0
PNR10013942,29,0,54,0.165,1
PNR10013943,20,0,19,0.21583333333333335,0
PNR10013944,21,0,14,0.21166666666666667,1
PNR10013945,50,0,8,0.11666666666666667,0
PNR10013946,20,1,1,0.13083333333333333,0
PNR10013947,27,0,9,0.1275,0
PNR10013948,29,0,51,0.1625,0
PNR10013949,53,0,19,0.12583333333333332,0
PNR10013950,50,0,1,0.11083333333333334,0
PNR10013951,24,0,22,0.21833333333333335,0
PNR10013952,19,0,39,0.2325,0
PNR10013953,20,0,42,0.23500000000000001,0
PNR10013954,55,0,57,0.1575,0
PNR10013955,43,0,38,0.14166666666666666,0
PNR10013956,48,0,1,0.11083333333333334,0
PNR10013957,70,1,16,0.19333333333333333,1
PNR10013958,49,0,12,0.12,0
PNR10013959,39,0,18,0.125,0
PNR10013960,32,0,47,0.15916666666666668,1
PNR10013961,64,1,1,0.18083333333333332,0
PNR10013962,60,0,33,0.27749999999999997,0
PNR10013963,29,1,15,0.0625,0
PNR10013964,61,0,180,0.4,1
PNR10013965,40,1,10,0.048333333333333325,0
PNR10013966,52,1,20,0.05666666666666666,0
PNR10013967,33,0,88,0.19333333333333336,0
PNR10013968,57,0,5,0.25416666666666665,1
PNR10013969,41,0,25,0.13083333333333333,0
PNR10013970,22,1,29,0.15416666666666667,0
PNR10013971,44,0,28,0.13333333333333333,0
PNR10013972,24,1,43,0.16583333333333333,0
PNR10013973,41,0,4,0.11333333333333333,0
PNR10013974,37,1,37,0.07083333333333333,0
PNR10013975,31,1,5,0.05416666666666667,0
PNR10013976,40,0,17,0.12416666666666666,0
PNR10013977,42,1,73,0.10083333333333333,0
PNR10013978,41,0,5,0.11416666666666667,0
PNR10013979,28,1,36,0.08,0
PNR10013980,44,1,30,0.06499999999999999,0
PNR10013981,18,0,39,0.2325,1
PNR10013982,39,0,71,0.16916666666666666,0
PNR10013983,44,1,49,0.08083333333333331,0
PNR10013984,54,0,23,0.12916666666666665,0
PNR10013985,51,1,6,0.04499999999999999,0
PNR10013986,54,1,4,0.04333333333333333,0
PNR10013987,33,0,1,0.12083333333333335,1
PNR10013988,63,0,20,0.26666666666666666,1
PNR10013989,35,0,60,0.17,1
PNR10013990,43,0,7,0.11583333333333333,0
PNR10013991,42,1,70,0.09833333333333333,0
PNR10013992,22,1,5,0.13416666666666668,0
PNR10013993,52,0,66,0.16499999999999998,0
PNR10013994,51,1,35,0.06916666666666665,0
PNR10013995,31,0,9,0.1275,0
PNR10013996,29,1,116,0.14666666666666667,0
PNR10013997,60,0,17,0.26416666666666666,1
PNR10013998,61,0,6,0.255,0
PNR10013999,19,0,34,0.22833333333333333,1
PNR10014000,41,0,5,0.11416666666666667,0
PNR10014001,49,1,66,0.09499999999999999,0
PNR10014002,30,1,77,0.11416666666666667,0
PNR10014003,35,0,2,0.12166666666666667,0
PNR10014004,28,1,19,0.06583333333333333,0
PNR10014005,32,0,1,0.12083333333333335,0
PNR10014006,54,1,13,0.05083333333333333,0
PNR10014007,61,0,36,0.28,0
PNR10014008,50,1,13,0.05083333333333333,0
PNR10014009,62,1,80,0.24666666666666665,0
PNR10014010,34,0,8,0.12666666666666668,1
PNR10014011,30,1,5,0.05416666666666667,0
PNR10014012,71,0,31,0.2758333333333333,0
PNR10014013,29,1,73,0.11083333333333334,0
PNR10014014,34,0,1,0.12083333333333335,0
PNR10014015,71,1,49,0.22083333333333333,0
PNR10014016,36,1,22,0.05833333333333333,0
PNR10014017,43,1,2,0.04166666666666666,0
PNR10014018,48,1,32,0.06666666666666667,0
PNR10014019,54,0,16,0.12333333333333334,0
PNR10014020,23,0,16,0.21333333333333335,0
PNR10014021,32,0,2,0.12166666666666667,0
PNR10014022,36,1,34,0.06833333333333333,0
PNR10014023,28,0,3,0.12250000000000001,0
PNR10014024,23,0,19,0.21583333333333335,0
PNR10014025,30,1,53,0.09416666666666668,0
PNR10014026,31,1,40,0.08333333333333334,0
PNR10014027,42,1,7,0.04583333333333333,0
PNR10014028,52,0,51,0.1525,0
PNR10014029,23,1,63,0.1825,0
PNR10014030,27,1,40,0.08333333333333334,1
PNR10014031,40,0,159,0.2425,0
PNR10014032,57,0,2,0.25166666666666665,1
PNR10014033,22,0,2,0.2016666666666667,0
PNR10014034,50,0,29,0.13416666666666666,0
PNR10014035,34,0,11,0.12916666666666668,1
PNR10014036,65,1,17,0.19416666666666665,1
PNR10014037,46,0,39,0.14250000000000002,0
PNR10014038,20,0,70,0.25833333333333336,0
PNR10014039,25,0,8,0.20666666666666667,0
PNR10014040,32,0,5,0.12416666666666668,0
PNR10014041,32,0,41,0.15416666666666667,0
PNR10014042,33,0,56,0.16666666666666669,0
PNR10014043,24,0,44,0.2366666666666667,1
PNR10014044,69,0,4,0.25333333333333335,1
PNR10014045,19,1,42,0.165,1
PNR10014046,58,1,17,0.19416666666666665,1
PNR10014047,22,0,28,0.22333333333333336,0
PNR10014048,28,0,15,0.1325,0
PNR10014049,43,1,1,0.040833333333333326,0
PNR10014050,22,1,167,0.26916666666666667,0
PNR10014051,33,0,5,0.12416666666666668,0
PNR10014052,22,0,33,0.2275,0
PNR10014053,30,0,7,0.12583333333333335,0
PNR10014054,26,1,1,0.050833333333333335,0
PNR10014055,62,1,134,0.29166666666666663,0
PNR10014056,54,0,1,0.11083333333333334,0
PNR10014057,44,0,28,0.13333333333333333,0
PNR10014058,34,0,40,0.15333333333333335,1
PNR10014059,49,0,25,0.13083333333333333,0
PNR10014060,34,1,43,0.08583333333333334,0
PNR10014061,41,0,5,0.11416666666666667,0
PNR10014062,44,0,1,0.11083333333333334,1
PNR10014063,24,0,22,0.21833333333333335,0
PNR10014064,22,1,17,0.14416666666666667,0
PNR10014065,29,0,43,0.15583333333333335,0
PNR10014066,55,0,1,0.11083333333333334,1
PNR10014067,28,1,1,0.050833333333333335,0
PNR10014068,40,0,12,0.12,0
PNR10014069,18,0,46,0.23833333333333334,0
PNR10014070,21,0,18,0.21500000000000002,0
PNR10014071,28,0,46,0.15833333333333333,1
PNR10014072,38,1,30,0.06499999999999999,0
PNR10014073,67,0,16,0.2633333333333333,0
PNR10014074,25,0,54,0.245,0
PNR10014075,30,0,32,0.14666666666666667,0
PNR10014076,33,1,16,0.06333333333333334,0
PNR10014077,39,0,3,0.1125,0
PNR10014078,23,0,13,0.21083333333333334,0
PNR10014079,27,1,1,0.050833333333333335,0
PNR10014080,51,0,19,0.12583333333333332,0
PNR10014081,28,1,1,0.050833333333333335,0
PNR10014082,59,0,44,0.2866666666666667,0
PNR10014083,54,1,13,0.05083333333333333,0
PNR10014084,57,1,28,0.20333333333333334,1
PNR10014085,27,0,10,0.12833333333333335,0
PNR10014086,75,0,64,0.30333333333333334,0
PNR10014087,32,1,20,0.06666666666666667,0
PNR10014088,60,0,41,0.2841666666666667,1
PNR10014089,18,0,32,0.22666666666666668,0
PNR10014090,34,0,36,0.15000000000000002,0
PNR10014091,58,0,21,0.2675,0
PNR10014092,30,0,180,0.27,0
PNR10014093,48,0,3,0.1125,0
PNR10014094,47,0,21,0.1275,0
PNR10014095,21,0,13,0.21083333333333334,0
PNR10014096,58,0,13,0.2608333333333333,1
PNR10014097,42,0,42,0.145,0
PNR10014098,47,1,1,0.040833333333333326,0
PNR10014099,52,0,14,0.12166666666666667,0
PNR10014100,31,0,15,0.1325,1
PNR10014101,24,0,21,0.2175,0
PNR10014102,33,0,15,0.1325,0
PNR10014103,26,0,10,0.12833333333333335,0
PNR10014104,25,0,23,0.21916666666666668,0
PNR10014105,27,1,71,0.10916666666666666,0
PNR10014106,20,1,11,0.13916666666666666,0
PNR10014107,22,0,3,0.2025,0
PNR10014108,31,0,20,0.1366666666666667,0
PNR10014109,21,0,55,0.24583333333333335,0
PNR10014110,37,0,4,0.11333333333333333,0
PNR10014111,29,1,56,0.09666666666666668,0
PNR10014112,31,1,37,0.08083333333333334,1
PNR10014113,48,0,24,0.13,1
PNR10014114,20,0,17,0.21416666666666667,0
PNR10014115,31,1,16,0.06333333333333334,0
PNR10014116,42,0,38,0.14166666666666666,1
PNR10014117,38,0,19,0.12583333333333332,0
PNR10014118,58,1,31,0.2058333333333333,0
PNR10014119,43,0,1,0.11083333333333334,0
PNR10014120,57,0,84,0.32,0
PNR10014121,29,0,18,0.135,0
PNR10014122,75,1,73,0.24083333333333332,0
PNR10014123,22,1,29,0.15416666666666667,1
PNR10014124,39,0,32,0.13666666666666666,0
PNR10014125,25,0,6,0.20500000000000002,0
PNR10014126,38,1,2,0.04166666666666666,0
PNR10014127,28,1,7,0.05583333333333334,0
PNR10014128,42,0,22,0.12833333333333333,0
PNR10014129,39,1,1,0.040833333333333326,0
PNR10014130,27,0,63,0.17250000000000001,0
PNR10014131,60,0,16,0.2633333333333333,0
PNR10014132,43,0,19,0.12583333333333332,0
PNR10014133,42,0,4,0.11333333333333333,0
PNR10014134,52,1,58,0.08833333333333332,0
PNR10014135,28,0,32,0.14666666666666667,0
PNR10014136,40,0,2,0.11166666666666666,0
PNR10014137,38,1,6,0.04499999999999999,0
PNR10014138,46,1,1,0.040833333333333326,0
PNR10014139,23,1,28,0.15333333333333335,0
PNR10014140,28,0,3,0.12250000000000001,0
PNR10014141,30,0,19,0.13583333333333333,0
PNR10014142,25,0,36,0.23,0
PNR10014143,38,0,22,0.12833333333333333,0
PNR10014144,62,0,19,0.2658333333333333,1
PNR10014145,41,0,3,0.1125,1
PNR10014146,50,0,21,0.1275,0
PNR10014147,41,0,2,0.11166666666666666,0
PNR10014148,29,1,1,0.050833333333333335,0
PNR10014149,20,0,56,0.24666666666666667,0
PNR10014150,52,0,79,0.17583333333333334,0
PNR10014151,28,0,1,0.12083333333333335,0
PNR10014152,73,0,30,0.275,1
PNR10014153,26,0,7,0.12583333333333335,0
PNR10014154,51,0,18,0.125,1
PNR10014155,22,1,21,0.1475,0
PNR10014156,43,0,21,0.1275,0
PNR10014157,44,1,30,0.06499999999999999,0
PNR10014158,46,0,6,0.115,0
PNR10014159,31,0,41,0.15416666666666667,0
PNR10014160,55,0,7,0.11583333333333333,0
PNR10014161,27,0,67,0.17583333333333334,1
PNR10014162,68,0,2,0.25166666666666665,0
PNR10014163,58,1,2,0.18166666666666667,0
PNR10014164,27,0,2,0.12166666666666667,1
PNR10014165,73,0,32,0.27666666666666667,0
PNR10014166,40,0,3,0.1125,0
PNR10014167,22,1,6,0.135,0
PNR10014168,49,1,11,0.049166666666666664,0
PNR10014169,30,1,32,0.07666666666666667,0
PNR10014170,22,0,29,0.22416666666666668,0
PNR10014171,34,0,63,0.17250000000000001,0
PNR10014172,44,1,4,0.04333333333333333,0
PNR10014173,34,1,5,0.05416666666666667,0
PNR10014174,20,1,8,0.13666666666666666,0
PNR10014175,68,0,10,0.25833333333333336,0
PNR10014176,40,0,37,0.14083333333333334,0
PNR10014177,60,1,21,0.19749999999999998,0
PNR10014178,28,0,22,0.13833333333333334,0
PNR10014179,25,0,10,0.20833333333333334,0
PNR10014180,48,0,40,0.14333333333333334,0
PNR10014181,60,0,18,0.265,0
PNR10014182,22,0,18,0.21500000000000002,0
PNR10014183,45,0,8,0.11666666666666667,0
PNR10014184,21,0,10,0.20833333333333334,0
PNR10014185,28,1,22,0.06833333333333333,0
PNR10014186,29,1,1,0.050833333333333335,0
PNR10014187,29,1,84,0.12,0
PNR10014188,74,1,23,0.19916666666666666,1
PNR10014189,55,0,30,0.135,0
PNR10014190,63,0,1,0.25083333333333335,0
PNR10014191,35,0,1,0.12083333333333335,0
PNR10014192,40,1,98,0.12166666666666665,0
PNR10014193,40,1,5,0.04416666666666666,0
PNR10014194,28,0,5,0.12416666666666668,0
PNR10014195,26,0,64,0.17333333333333334,0
PNR10014196,62,0,47,0.2891666666666667,0
PNR10014197,19,1,31,0.15583333333333332,1
PNR10014198,55,1,36,0.06999999999999999,0
PNR10014199,19,1,1,0.13083333333333333,0
PNR10014200,31,0,34,0.14833333333333334,0
PNR10014201,29,1,7,0.05583333333333334,0
PNR10014202,29,1,7,0.05583333333333334,0
PNR10014203,57,0,17,0.26416666666666666,0
PNR10014204,33,0,16,0.13333333333333333,0
PNR10014205,58,0,22,0.2683333333333333,0
PNR10014206,69,1,39,0.2125,0
PNR10014207,30,0,68,0.17666666666666667,0
PNR10014208,27,0,18,0.135,0
PNR10014209,31,0,27,0.14250000000000002,0
PNR10014210,63,0,20,0.26666666666666666,0
PNR10014211,30,0,1,0.12083333333333335,1
PNR10014212,50,0,52,0.15333333333333332,0
PNR10014213,31,1,39,0.0825,0
PNR10014214,32,1,96,0.13,0
PNR10014215,20,0,13,0.21083333333333334,0
PNR10014216,34,1,51,0.0925,0
PNR10014217,54,0,39,0.14250000000000002,0
PNR10014218,21,1,3,0.1325,0
PNR10014219,31,0,105,0.20750000000000002,1
PNR10014220,72,0,4,0.25333333333333335,1
PNR10014221,48,1,53,0.08416666666666667,0
PNR10014222,63,0,19,0.2658333333333333,1
PNR10014223,74,0,27,0.2725,0
PNR10014224,50,0,21,0.1275,0
PNR10014225,27,1,2,0.051666666666666666,1
PNR10014226,40,1,88,0.11333333333333333,0
PNR10014227,53,1,61,0.09083333333333332,0
PNR10014228,18,1,26,0.15166666666666667,1
PNR10014229,42,1,20,0.05666666666666666,0
PNR10014230,30,0,12,0.13,1
PNR10014231,18,0,5,0.2041666666666667,0
PNR10014232,60,0,45,0.2875,0
PNR10014233,35,1,21,0.0675,0
PNR10014234,58,0,34,0.2783333333333333,1
PNR10014235,50,0,10,0.11833333333333333,0
PNR10014236,50,0,66,0.16499999999999998,1
PNR10014237,39,1,114,0.13499999999999998,1
PNR10014238,48,1,32,0.06666666666666667,0
PNR10014239,37,0,57,0.1575,0
PNR10014240,25,1,8,0.13666666666666666,1
PNR10014241,20,1,107,0.21916666666666668,0
PNR10014242,44,1,7,0.04583333333333333,0
PNR10014243,21,0,7,0.20583333333333334,0
PNR10014244,45,0,75,0.1725,0
PNR10014245,61,0,10,0.25833333333333336,0
PNR10014246,38,0,13,0.12083333333333333,1
PNR10014247,33,1,57,0.0975,0
PNR10014248,31,0,58,0.16833333333333333,0
PNR10014249,19,1,2,0.13166666666666668,0
PNR10014250,49,1,11,0.049166666666666664,0
PNR10014251,24,0,8,0.20666666666666667,0
PNR10014252,27,0,68,0.17666666666666667,0
PNR10014253,28,0,10,0.12833333333333335,0
PNR10014254,24,0,8,0.20666666666666667,0
PNR10014255,43,1,10,0.048333333333333325,0
PNR10014256,63,1,62,0.23166666666666666,0
PNR10014257,20,1,6,0.135,0
PNR10014258,30,1,6,0.055,0
PNR10014259,31,1,54,0.095,0
PNR10014260,51,0,5,0.11416666666666667,0
PNR10014261,40,0,20,0.12666666666666668,0
PNR10014262,22,0,19,0.21583333333333335,1
PNR10014263,19,1,1,0.13083333333333333,0
PNR10014264,42,1,28,0.06333333333333332,0
PNR10014265,42,1,33,0.06749999999999999,1
PNR10014266,70,1,6,0.185,0
PNR10014267,22,1,25,0.15083333333333335,0
PNR10014268,49,1,4,0.04333333333333333,0
PNR10014269,45,1,40,0.07333333333333333,0
PNR10014270,28,0,23,0.13916666666666666,0
PNR10014271,62,0,15,0.2625,0
PNR10014272,19,1,97,0.21083333333333332,0
PNR10014273,67,1,91,0.2558333333333333,0
PNR10014274,51,1,1,0.040833333333333326,0
PNR10014275,66,0,10,0.25833333333333336,0
PNR10014276,19,1,8,0.13666666666666666,0
PNR10014277,43,0,91,0.18583333333333332,0
PNR10014278,45,0,6,0.115,1
PNR10014279,37,0,1,0.11083333333333334,0
PNR10014280,23,0,6,0.20500000000000002,0
PNR10014281,23,1,41,0.16416666666666668,1
PNR10014282,55,0,21,0.1275,0
PNR10014283,64,1,102,0.265,0
PNR10014284,38,0,50,0.15166666666666667,0
PNR10014285,33,0,6,0.125,0
PNR10014286,45,1,14,0.05166666666666666,0
PNR10014287,24,1,50,0.17166666666666666,0
PNR10014288,33,1,39,0.0825,0
PNR10014289,43,0,12,0.12,0
PNR10014290,20,0,26,0.22166666666666668,1
PNR10014291,72,0,26,0.27166666666666667,0
PNR10014292,45,1,63,0.0925,0
PNR10014293,45,0,1,0.11083333333333334,0
PNR10014294,42,1,8,0.04666666666666666,0
PNR10014295,69,0,37,0.2808333333333333,0
PNR10014296,33,1,31,0.07583333333333334,0
PNR10014297,39,0,12,0.12,0
PNR10014298,23,1,58,0.17833333333333334,0
PNR10014299,71,0,39,0.2825,0
PNR10014300,39,0,27,0.1325,0
PNR10014301,20,1,8,0.13666666666666666,0
PNR10014302,74,0,10,0.25833333333333336,0
PNR10014303,33,0,31,0.14583333333333334,0
PNR10014304,37,1,100,0.12333333333333332,1
PNR10014305,51,1,57,0.0875,0
PNR10014306,34,0,7,0.12583333333333335,0
PNR10014307,27,1,41,0.08416666666666667,0
PNR10014308,24,0,82,0.2683333333333333,0
PNR10014309,33,1,3,0.052500000000000005,0
PNR10014310,45,0,34,0.13833333333333334,0
PNR10014311,64,0,2,0.25166666666666665,1
PNR10014312,58,0,1,0.25083333333333335,0
PNR10014313,49,0,111,0.2025,0
PNR10014314,60,0,7,0.25583333333333336,1
PNR10014315,44,0,48,0.15,0
PNR10014316,27,0,24,0.14,0
PNR10014317,24,1,29,0.15416666666666667,0
PNR10014318,43,1,4,0.04333333333333333,0
PNR10014319,58,0,42,0.285,0
PNR10014320,52,1,12,0.049999999999999996,0
PNR10014321,63,1,27,0.20249999999999999,0
PNR10014322,44,1,15,0.05249999999999999,0
PNR10014323,66,0,5,0.25416666666666665,1
PNR10014324,37,1,4,0.04333333333333333,0
PNR10014325,46,1,14,0.05166666666666666,0
PNR10014326,49,0,1,0.11083333333333334,0
PNR10014327,71,1,99,0.2625,1
PNR10014328,33,1,10,0.058333333333333334,0
PNR10014329,22,1,33,0.1575,0
PNR10014330,58,1,25,0.20083333333333334,0
PNR10014331,71,1,39,0.2125,0
PNR10014332,42,0,52,0.15333333333333332,1
PNR10014333,35,1,62,0.10166666666666667,0
PNR10014334,31,0,33,0.14750000000000002,1
PNR10014335,20,0,14,0.21166666666666667,0
PNR10014336,42,0,20,0.12666666666666668,0
PNR10014337,66,0,13,0.2608333333333333,0
PNR10014338,37,0,90,0.185,0
PNR10014339,59,0,11,0.25916666666666666,0
PNR10014340,44,0,9,0.1175,0
PNR10014341,32,0,23,0.13916666666666666,0
PNR10014342,39,0,3,0.1125,0
PNR10014343,51,0,64,0.16333333333333333,0
PNR10014344,27,0,127,0.22583333333333333,1
PNR10014345,28,1,12,0.060000000000000005,0
PNR10014346,21,1,3,0.1325,0
PNR10014347,37,0,9,0.1175,0
PNR10014348,55,0,16,0.12333333333333334,0
PNR10014349,72,0,54,0.295,0
PNR10014350,26,1,102,0.135,0
PNR10014351,57,1,38,0.21166666666666667,0
PNR10014352,31,0,80,0.18666666666666668,0
PNR10014353,24,1,5,0.13416666666666668,0
PNR10014354,50,0,79,0.17583333333333334,0
PNR10014355,60,0,25,0.2708333333333333,0
PNR10014356,43,1,17,0.05416666666666666,0
PNR10014357,38,0,18,0.125,0
PNR10014358,54,1,91,0.11583333333333332,0
PNR10014359,19,0,13,0.21083333333333334,0
PNR10014360,21,1,5,0.13416666666666668,0
PNR10014361,33,1,26,0.07166666666666667,0
PNR10014362,45,0,3,0.1125,0
PNR10014363,43,1,37,0.07083333333333333,0
PNR10014364,33,0,1,0.12083333333333335,1
PNR10014365,36,0,15,0.1225,0
PNR10014366,19,0,48,0.24000000000000002,0
PNR10014367,29,1,15,0.0625,0
PNR10014368,52,0,43,0.14583333333333334,0
PNR10014369,22,0,36,0.23,0
PNR10014370,31,1,33,0.0775,0
PNR10014371,53,1,16,0.05333333333333333,0
PNR10014372,19,0,75,0.2625,0
PNR10014373,43,1,13,0.05083333333333333,0
PNR10014374,19,0,14,0.21166666666666667,0
PNR10014375,42,0,35,0.13916666666666666,0
PNR10014376,64,0,41,0.2841666666666667,0
PNR10014377,32,0,11,0.12916666666666668,0
PNR10014378,30,0,47,0.15916666666666668,0
PNR10014379,45,0,52,0.15333333333333332,0
PNR10014380,40,0,1,0.11083333333333334,0
PNR10014381,71,0,19,0.2658333333333333,0
PNR10014382,28,0,32,0.14666666666666667,0
PNR10014383,29,0,8,0.12666666666666668,0
PNR10014384,37,0,32,0.13666666666666666,0
PNR10014385,58,0,5,0.25416666666666665,0
PNR10014386,27,0,1,0.12083333333333335,1
PNR10014387,34,1,26,0.07166666666666667,0
PNR10014388,40,1,2,0.04166666666666666,0
PNR10014389,71,1,18,0.195,0
PNR10014390,52,1,17,0.05416666666666666,0
PNR10014391,46,0,91,0.18583333333333332,1
PNR10014392,28,0,3,0.12250000000000001,0
PNR10014393,53,0,20,0.12666666666666668,0
PNR10014394,53,0,46,0.14833333333333332,0
PNR10014395,32,0,3,0.12250000000000001,0
PNR10014396,49,1,30,0.06499999999999999,0
PNR10014397,40,0,95,0.18916666666666665,0
PNR10014398,25,0,1,0.20083333333333334,0
PNR10014399,21,0,18,0.21500000000000002,0
PNR10014400,29,0,57,0.1675,1
PNR10014401,50,1,6,0.04499999999999999,0
PNR10014402,64,1,28,0.20333333333333334,0
PNR10014403,53,1,24,0.06,0
PNR10014404,74,1,35,0.20916666666666667,1
PNR10014405,39,0,39,0.14250000000000002,0
PNR10014406,24,0,27,0.2225,0
PNR10014407,70,0,44,0.2866666666666667,0
PNR10014408,32,0,7,0.12583333333333335,1
PNR10014409,30,1,62,0.10166666666666667,0
PNR10014410,34,0,72,0.18,0
PNR10014411,31,1,7,0.05583333333333334,0
PNR10014412,32,0,138,0.23500000000000001,1
PNR10014413,54,1,46,0.07833333333333332,0
PNR10014414,20,1,3,0.1325,0
PNR10014415,43,1,14,0.05166666666666666,0
PNR10014416,22,0,1,0.20083333333333334,0
PNR10014417,37,0,18,0.125,0
PNR10014418,33,0,34,0.14833333333333334,0
PNR10014419,37,0,13,0.12083333333333333,0
PNR10014420,32,0,5,0.12416666666666668,1
PNR10014421,24,1,94,0.20833333333333334,0
PNR10014422,45,1,4,0.04333333333333333,0
PNR10014423,63,0,108,0.33999999999999997,0
PNR10014424,32,0,33,0.14750000000000002,0
PNR10014425,42,0,4,0.11333333333333333,0
PNR10014426,30,0,55,0.16583333333333333,1
PNR10014427,32,1,63,0.10250000000000001,0
PNR10014428,44,0,4,0.11333333333333333,0
PNR10014429,29,1,26,0.07166666666666667,0
PNR10014430,27,0,64,0.17333333333333334,0
PNR10014431,29,0,44,0.15666666666666668,0
PNR10014432,51,0,6,0.115,0
PNR10014433,35,1,3,0.052500000000000005,0
PNR10014434,75,0,26,0.27166666666666667,0
PNR10014435,68,0,19,0.2658333333333333,0
PNR10014436,38,0,104,0.19666666666666666,0
PNR10014437,47,0,16,0.12333333333333334,0
PNR10014438,49,1,4,0.04333333333333333,1
PNR10014439,31,0,14,0.13166666666666668,0
PNR10014440,32,0,1,0.12083333333333335,0
PNR10014441,72,0,19,0.2658333333333333,0
PNR10014442,36,0,135,0.22249999999999998,0
PNR10014443,61,1,35,0.20916666666666667,0
PNR10014444,60,1,14,0.19166666666666665,1
PNR10014445,33,1,70,0.10833333333333334,0
PNR10014446,44,0,10,0.11833333333333333,0
PNR10014447,46,1,21,0.057499999999999996,1
PNR10014448,32,1,51,0.0925,0
PNR10014449,32,0,35,0.14916666666666667,0
PNR10014450,22,0,1,0.20083333333333334,0
PNR10014451,29,1,66,0.105,0
PNR10014452,48,0,29,0.13416666666666666,1
PNR10014453,72,0,131,0.35916666666666663,0
PNR10014454,45,0,71,0.16916666666666666,0
PNR10014455,26,1,18,0.065,0
PNR10014456,34,1,43,0.08583333333333334,0
PNR10014457,30,0,42,0.155,1
PNR10014458,28,0,1,0.12083333333333335,0
PNR10014459,22,1,22,0.14833333333333334,0
PNR10014460,31,0,17,0.13416666666666668,0
PNR10014461,51,0,8,0.11666666666666667,0
PNR10014462,51,1,1,0.040833333333333326,0
PNR10014463,43,0,28,0.13333333333333333,0
PNR10014464,57,1,16,0.19333333333333333,0
PNR10014465,21,0,1,0.20083333333333334,0
PNR10014466,36,0,121,0.21083333333333334,0
PNR10014467,47,0,161,0.24416666666666664,1
PNR10014468,44,0,74,0.17166666666666666,0
PNR10014469,39,1,11,0.049166666666666664,0
PNR10014470,20,0,34,0.22833333333333333,1
PNR10014471,47,0,48,0.15,0
PNR10014472,47,0,5,0.11416666666666667,0
PNR10014473,42,1,19,0.055833333333333325,0
PNR10014474,24,1,40,0.16333333333333333,0
PNR10014475,49,1,10,0.048333333333333325,0
PNR10014476,50,1,3,0.042499999999999996,0
PNR10014477,37,0,23,0.12916666666666665,0
PNR10014478,62,0,15,0.2625,0
PNR10014479,19,1,18,0.14500000000000002,0
PNR10014480,49,0,52,0.15333333333333332,0
PNR10014481,53,0,15,0.1225,0
PNR10014482,31,0,26,0.14166666666666666,0
